0.00.938.819 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.939.137 W srv  llama_server: -----------------
0.00.939.139 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.939.139 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.939.139 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.939.140 W srv  llama_server: -----------------
0.00.940.506 I srv    load_model: loading model '/home/REDACTED/Bonsai-demo/models/bonsai2-gguf/27B/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.08.368.481 I cmn          init: llama threadpool init, n_threads = 20
0.09.282.420 I srv    load_model: initializing, n_slots = 12, n_ctx_slot = 1024, kv_unified = 'false'
0.09.286.239 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.09.286.284 I srv  llama_server: model loaded
0.09.286.288 I srv  llama_server: listening on http://127.0.0.1:8095
1.54.965.156 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = -1
46.54.710.691 I slot print_timing: id  5 | task 17371 |        eval time =   13665.27 ms /   104 tokens (  132.67 ms per token,     7.54 tokens per second)
46.54.710.692 I slot print_timing: id  5 | task 17371 |       total time =   14219.17 ms /   155 tokens
46.54.710.692 I slot print_timing: id  5 | task 17371 |    graphs reused =      14074
46.54.710.734 I slot      release: id  5 | task 17371 | stop processing: n_tokens = 154, truncated = 0
46.54.848.093 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 46069096471
46.54.848.140 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.446 MiB)
46.54.929.299 I slot launch_slot_: id  5 | task 17482 | processing task, is_child = 0
46.55.590.387 I slot print_timing: id 11 | task 17263 | n_gen =    210, tg =   7.16 t/s, tg_3s =   6.20 t/s
46.56.131.417 I slot print_timing: id  0 | task 17244 | n_gen =    233, tg =   7.21 t/s, tg_3s =   6.93 t/s
46.56.132.040 I slot print_timing: id  3 | task 17293 | n_gen =    188, tg =   7.39 t/s, tg_3s =   6.93 t/s
46.56.133.254 I slot print_timing: id  9 | task 17362 | n_gen =    121, tg =   7.28 t/s, tg_3s =   6.93 t/s
46.56.133.468 I slot print_timing: id 10 | task 17242 | n_gen =    234, tg =   7.19 t/s, tg_3s =   6.93 t/s
46.56.654.801 I slot print_timing: id  2 | task 17268 | n_gen =    214, tg =   7.30 t/s, tg_3s =   7.39 t/s
46.56.655.887 I slot print_timing: id  7 | task 17344 | n_gen =    142, tg =   7.25 t/s, tg_3s =   7.39 t/s
46.58.144.330 I slot print_timing: id  4 | task 17402 | n_gen =    100, tg =   7.52 t/s, tg_3s =   7.59 t/s
46.58.680.936 I slot print_timing: id 10 | task 17242 | prompt eval time =     710.14 ms /    76 tokens (    9.34 ms per token,   107.02 tokens per second)
46.58.680.941 I slot print_timing: id 10 | task 17242 |        eval time =   34935.07 ms /   256 tokens (  137.00 ms per token,     7.30 tokens per second)
46.58.680.941 I slot print_timing: id 10 | task 17242 |       total time =   35645.21 ms /   332 tokens
46.58.680.942 I slot print_timing: id 10 | task 17242 |    graphs reused =      14101
46.58.680.999 I slot      release: id 10 | task 17242 | stop processing: n_tokens = 331, truncated = 0
46.58.681.209 I slot print_timing: id 11 | task 17263 | n_gen =    237, tg =   7.31 t/s, tg_3s =   8.74 t/s
46.58.829.506 I slot print_timing: id  0 | task 17244 | prompt eval time =     526.30 ms /    17 tokens (   30.96 ms per token,    32.30 tokens per second)
46.58.829.509 I slot print_timing: id  0 | task 17244 |        eval time =   34865.05 ms /   256 tokens (  136.73 ms per token,     7.31 tokens per second)
46.58.829.510 I slot print_timing: id  0 | task 17244 |       total time =   35391.35 ms /   273 tokens
46.58.829.511 I slot print_timing: id  0 | task 17244 |    graphs reused =      14101
46.58.829.539 I slot      release: id  0 | task 17244 | stop processing: n_tokens = 272, truncated = 0
46.58.831.682 I slot get_availabl: id 10 | task -1 | selected slot by LRU, t_last = 46073066737
46.58.831.729 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 319.696 MiB)
46.58.920.767 I slot launch_slot_: id 10 | task 17514 | processing task, is_child = 0
46.58.920.792 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.195 MiB)
46.59.006.677 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.011
46.59.006.716 I slot launch_slot_: id  0 | task 17515 | processing task, is_child = 0
46.59.325.104 I slot print_timing: id  3 | task 17293 | n_gen =    212, tg =   7.40 t/s, tg_3s =   7.52 t/s
46.59.326.321 I slot print_timing: id  9 | task 17362 | n_gen =    145, tg =   7.32 t/s, tg_3s =   7.52 t/s
46.59.712.338 I slot print_timing: id  2 | task 17268 | n_gen =    235, tg =   7.26 t/s, tg_3s =   6.87 t/s
46.59.713.360 I slot print_timing: id  7 | task 17344 | n_gen =    163, tg =   7.20 t/s, tg_3s =   6.87 t/s
47.00.377.512 I slot print_timing: id 11 | task 17263 | prompt eval time =     469.23 ms /    28 tokens (   16.76 ms per token,    59.67 tokens per second)
47.00.377.516 I slot print_timing: id 11 | task 17263 |        eval time =   33969.21 ms /   246 tokens (  138.65 ms per token,     7.21 tokens per second)
47.00.377.516 I slot print_timing: id 11 | task 17263 |       total time =   34438.44 ms /   274 tokens
47.00.377.517 I slot print_timing: id 11 | task 17263 |    graphs reused =      14106
47.00.377.565 I slot      release: id 11 | task 17263 | stop processing: n_tokens = 273, truncated = 0
47.00.510.715 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = 46074763302
47.00.510.762 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 318.946 MiB)
47.00.599.673 I slot launch_slot_: id 11 | task 17525 | processing task, is_child = 0
47.01.159.944 I slot print_timing: id  4 | task 17402 | n_gen =    118, tg =   7.23 t/s, tg_3s =   5.97 t/s
47.02.331.012 I slot print_timing: id  3 | task 17293 | n_gen =    233, tg =   7.36 t/s, tg_3s =   6.99 t/s
47.02.332.197 I slot print_timing: id  9 | task 17362 | n_gen =    166, tg =   7.28 t/s, tg_3s =   6.99 t/s
47.02.434.831 I slot print_timing: id  2 | task 17268 | prompt eval time =     598.26 ms /    37 tokens (   16.17 ms per token,    61.85 tokens per second)
47.02.434.834 I slot print_timing: id  2 | task 17268 |        eval time =   34971.15 ms /   256 tokens (  137.14 ms per token,     7.29 tokens per second)
47.02.434.835 I slot print_timing: id  2 | task 17268 |       total time =   35569.41 ms /   293 tokens
47.02.434.836 I slot print_timing: id  2 | task 17268 |    graphs reused =      14117
47.02.434.864 I slot      release: id  2 | task 17268 | stop processing: n_tokens = 292, truncated = 0
47.02.436.700 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 46076820601
47.02.436.744 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.508 MiB)
47.02.525.667 I slot launch_slot_: id  2 | task 17540 | processing task, is_child = 0
47.02.840.730 I slot print_timing: id  7 | task 17344 | n_gen =    185, tg =   7.18 t/s, tg_3s =   7.03 t/s
47.03.311.621 I slot print_timing: id  1 | task 17436 | n_gen =    100, tg =   6.99 t/s, tg_3s =   7.06 t/s
47.04.174.523 I slot print_timing: id  4 | task 17402 | n_gen =    141, tg =   7.29 t/s, tg_3s =   7.63 t/s
47.05.234.787 I slot print_timing: id  6 | task 17454 | n_gen =    100, tg =   7.25 t/s, tg_3s =   7.32 t/s
47.05.338.867 I slot print_timing: id  3 | task 17293 | prompt eval time =     522.93 ms /    24 tokens (   21.79 ms per token,    45.89 tokens per second)
47.05.338.870 I slot print_timing: id  3 | task 17293 |        eval time =   34526.32 ms /   256 tokens (  135.40 ms per token,     7.39 tokens per second)
47.05.338.871 I slot print_timing: id  3 | task 17293 |       total time =   35049.25 ms /   280 tokens
47.05.338.872 I slot print_timing: id  3 | task 17293 |    graphs reused =      14136
47.05.338.911 I slot      release: id  3 | task 17293 | stop processing: n_tokens = 279, truncated = 0
47.05.340.200 I slot print_timing: id  9 | task 17362 | n_gen =    189, tg =   7.32 t/s, tg_3s =   7.65 t/s
47.05.484.466 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.167 (> 0.100 thold), f_keep = 0.011
47.05.484.514 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.320 MiB)
47.05.584.647 I slot launch_slot_: id  3 | task 17564 | processing task, is_child = 0
47.05.875.902 I slot print_timing: id  7 | task 17344 | n_gen =    208, tg =   7.22 t/s, tg_3s =   7.58 t/s
47.06.362.785 I slot print_timing: id  1 | task 17436 | n_gen =    123, tg =   7.09 t/s, tg_3s =   7.54 t/s
47.07.105.408 I slot print_timing: id  8 | task 17467 | n_gen =    100, tg =   7.22 t/s, tg_3s =   7.30 t/s
47.07.276.608 I slot print_timing: id  4 | task 17402 | n_gen =    163, tg =   7.26 t/s, tg_3s =   7.09 t/s
47.08.334.118 I slot print_timing: id  6 | task 17454 | n_gen =    122, tg =   7.22 t/s, tg_3s =   7.10 t/s
47.08.438.937 I slot print_timing: id  9 | task 17362 | n_gen =    211, tg =   7.30 t/s, tg_3s =   7.10 t/s
47.08.759.750 I slot print_timing: id  5 | task 17482 | n_gen =    100, tg =   7.44 t/s, tg_3s =   7.51 t/s
47.08.898.898 I slot print_timing: id  7 | task 17344 | n_gen =    232, tg =   7.29 t/s, tg_3s =   7.94 t/s
47.09.388.198 I slot print_timing: id  1 | task 17436 | n_gen =    148, tg =   7.26 t/s, tg_3s =   8.26 t/s
47.10.137.916 I slot print_timing: id  8 | task 17467 | n_gen =    126, tg =   7.47 t/s, tg_3s =   8.57 t/s
47.10.347.967 I slot print_timing: id  4 | task 17402 | n_gen =    190, tg =   7.45 t/s, tg_3s =   8.79 t/s
47.11.403.114 I slot print_timing: id  6 | task 17454 | n_gen =    149, tg =   7.46 t/s, tg_3s =   8.80 t/s
47.11.513.134 I slot print_timing: id  9 | task 17362 | n_gen =    238, tg =   7.44 t/s, tg_3s =   8.78 t/s
47.11.617.158 I slot print_timing: id  7 | task 17344 | prompt eval time =     505.41 ms /    52 tokens (    9.72 ms per token,   102.89 tokens per second)
47.11.617.163 I slot print_timing: id  7 | task 17344 |        eval time =   34416.38 ms /   256 tokens (  134.97 ms per token,     7.41 tokens per second)
47.11.617.163 I slot print_timing: id  7 | task 17344 |       total time =   34921.79 ms /   308 tokens
47.11.617.164 I slot print_timing: id  7 | task 17344 |    graphs reused =      14182
47.11.617.214 I slot      release: id  7 | task 17344 | stop processing: n_tokens = 307, truncated = 0
47.11.760.643 I slot get_availabl: id  7 | task -1 | selected slot by LCP similarity, f_sim_best = 0.107 (> 0.100 thold), f_keep = 0.010
47.11.760.693 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 310.881 MiB)
47.11.848.795 I slot launch_slot_: id  7 | task 17615 | processing task, is_child = 0
47.12.137.578 I slot print_timing: id  5 | task 17482 | n_gen =    127, tg =   7.55 t/s, tg_3s =   7.99 t/s
47.12.396.898 I slot print_timing: id  1 | task 17436 | n_gen =    171, tg =   7.31 t/s, tg_3s =   7.64 t/s
47.12.728.933 I slot print_timing: id  0 | task 17515 | n_gen =    100, tg =   7.61 t/s, tg_3s =   7.68 t/s
47.12.730.921 I slot print_timing: id 10 | task 17514 | n_gen =    100, tg =   7.61 t/s, tg_3s =   7.68 t/s
47.13.231.138 I slot print_timing: id  8 | task 17467 | n_gen =    149, tg =   7.46 t/s, tg_3s =   7.44 t/s
47.13.361.484 I slot print_timing: id  4 | task 17402 | n_gen =    212, tg =   7.43 t/s, tg_3s =   7.30 t/s
47.13.786.368 I slot print_timing: id 11 | task 17525 | n_gen =    100, tg =   7.77 t/s, tg_3s =   7.85 t/s
47.14.008.300 I slot print_timing: id  9 | task 17362 | prompt eval time =     513.39 ms /    29 tokens (   17.70 ms per token,    56.49 tokens per second)
47.14.008.303 I slot print_timing: id  9 | task 17362 |        eval time =   34355.08 ms /   256 tokens (  134.73 ms per token,     7.42 tokens per second)
47.14.008.304 I slot print_timing: id  9 | task 17362 |       total time =   34868.47 ms /   285 tokens
47.14.008.304 I slot print_timing: id  9 | task 17362 |    graphs reused =      14195
47.14.008.353 I slot      release: id  9 | task 17362 | stop processing: n_tokens = 284, truncated = 0
47.14.155.370 I slot get_availabl: id  9 | task -1 | selected slot by LCP similarity, f_sim_best = 0.136 (> 0.100 thold), f_keep = 0.011
47.14.155.417 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.383 MiB)
47.14.248.362 I slot launch_slot_: id  9 | task 17633 | processing task, is_child = 0
47.14.481.355 I slot print_timing: id  6 | task 17454 | n_gen =    170, tg =   7.38 t/s, tg_3s =   6.82 t/s
47.15.212.333 I slot print_timing: id  5 | task 17482 | n_gen =    149, tg =   7.49 t/s, tg_3s =   7.16 t/s
47.15.476.567 I slot print_timing: id  1 | task 17436 | n_gen =    194, tg =   7.33 t/s, tg_3s =   7.47 t/s
47.15.794.171 I slot print_timing: id  0 | task 17515 | n_gen =    123, tg =   7.59 t/s, tg_3s =   7.50 t/s
47.15.794.569 I slot print_timing: id  2 | task 17540 | n_gen =    100, tg =   7.79 t/s, tg_3s =   7.87 t/s
47.15.796.138 I slot print_timing: id 10 | task 17514 | n_gen =    123, tg =   7.59 t/s, tg_3s =   7.50 t/s
47.16.290.443 I slot print_timing: id  8 | task 17467 | n_gen =    172, tg =   7.47 t/s, tg_3s =   7.52 t/s
47.16.423.810 I slot print_timing: id  4 | task 17402 | n_gen =    235, tg =   7.44 t/s, tg_3s =   7.51 t/s
47.16.863.934 I slot print_timing: id 11 | task 17525 | n_gen =    123, tg =   7.71 t/s, tg_3s =   7.47 t/s
47.17.495.564 I slot print_timing: id  6 | task 17454 | n_gen =    194, tg =   7.44 t/s, tg_3s =   7.96 t/s
47.18.282.270 I slot print_timing: id  5 | task 17482 | n_gen =    175, tg =   7.62 t/s, tg_3s =   8.47 t/s
47.18.552.158 I slot print_timing: id  1 | task 17436 | n_gen =    220, tg =   7.45 t/s, tg_3s =   8.45 t/s
47.18.552.571 I slot print_timing: id  3 | task 17564 | n_gen =    100, tg =   7.98 t/s, tg_3s =   8.06 t/s
47.18.877.487 I slot print_timing: id  0 | task 17515 | n_gen =    149, tg =   7.72 t/s, tg_3s =   8.43 t/s
47.18.877.902 I slot print_timing: id  2 | task 17540 | n_gen =    126, tg =   7.92 t/s, tg_3s =   8.43 t/s
47.18.878.346 I slot print_timing: id  4 | task 17402 | prompt eval time =     498.74 ms /    27 tokens (   18.47 ms per token,    54.14 tokens per second)
47.18.878.348 I slot print_timing: id  4 | task 17402 |        eval time =   33906.26 ms /   256 tokens (  132.97 ms per token,     7.52 tokens per second)
47.18.878.349 I slot print_timing: id  4 | task 17402 |       total time =   34405.00 ms /   283 tokens
47.18.878.349 I slot print_timing: id  4 | task 17402 |    graphs reused =      14228
47.18.878.390 I slot      release: id  4 | task 17402 | stop processing: n_tokens = 282, truncated = 0
47.18.879.697 I slot print_timing: id 10 | task 17514 | n_gen =    149, tg =   7.72 t/s, tg_3s =   8.43 t/s
47.19.022.601 I slot get_availabl: id  4 | task -1 | selected slot by LRU, t_last = 46093264127
47.19.022.648 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.946 MiB)
47.19.119.375 I slot launch_slot_: id  4 | task 17672 | processing task, is_child = 0
47.19.422.341 I slot print_timing: id  8 | task 17467 | n_gen =    196, tg =   7.49 t/s, tg_3s =   7.66 t/s
47.19.911.125 I slot print_timing: id 11 | task 17525 | n_gen =    145, tg =   7.63 t/s, tg_3s =   7.22 t/s
47.20.504.093 I slot print_timing: id  6 | task 17454 | n_gen =    216, tg =   7.43 t/s, tg_3s =   7.31 t/s
47.21.298.339 I slot print_timing: id  5 | task 17482 | n_gen =    197, tg =   7.58 t/s, tg_3s =   7.29 t/s
47.21.582.932 I slot print_timing: id  1 | task 17436 | n_gen =    242, tg =   7.43 t/s, tg_3s =   7.26 t/s
47.21.583.385 I slot print_timing: id  3 | task 17564 | n_gen =    122, tg =   7.84 t/s, tg_3s =   7.26 t/s
47.21.931.516 I slot print_timing: id  0 | task 17515 | n_gen =    171, tg =   7.65 t/s, tg_3s =   7.20 t/s
47.21.931.912 I slot print_timing: id  2 | task 17540 | n_gen =    148, tg =   7.80 t/s, tg_3s =   7.20 t/s
47.21.933.507 I slot print_timing: id 10 | task 17514 | n_gen =    171, tg =   7.65 t/s, tg_3s =   7.20 t/s
47.22.498.620 I slot print_timing: id  8 | task 17467 | n_gen =    221, tg =   7.56 t/s, tg_3s =   8.13 t/s
47.22.982.716 I slot print_timing: id 11 | task 17525 | n_gen =    171, tg =   7.75 t/s, tg_3s =   8.46 t/s
47.23.191.427 I slot print_timing: id  1 | task 17436 | prompt eval time =     514.23 ms /    19 tokens (   27.06 ms per token,    36.95 tokens per second)
47.23.191.431 I slot print_timing: id  1 | task 17436 |        eval time =   34047.01 ms /   256 tokens (  133.52 ms per token,     7.49 tokens per second)
47.23.191.432 I slot print_timing: id  1 | task 17436 |       total time =   34561.24 ms /   275 tokens
47.23.191.433 I slot print_timing: id  1 | task 17436 |    graphs reused =      14256
47.23.191.471 I slot      release: id  1 | task 17436 | stop processing: n_tokens = 274, truncated = 0
47.23.193.562 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.125 (> 0.100 thold), f_keep = 0.011
47.23.193.603 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 317.321 MiB)
47.23.293.536 I slot launch_slot_: id  1 | task 17705 | processing task, is_child = 0
47.23.573.524 I slot print_timing: id  6 | task 17454 | n_gen =    240, tg =   7.47 t/s, tg_3s =   7.82 t/s
47.24.299.170 I slot print_timing: id  5 | task 17482 | n_gen =    219, tg =   7.56 t/s, tg_3s =   7.33 t/s
47.24.681.409 I slot print_timing: id  3 | task 17564 | n_gen =    145, tg =   7.77 t/s, tg_3s =   7.42 t/s
47.25.036.557 I slot print_timing: id  0 | task 17515 | n_gen =    194, tg =   7.62 t/s, tg_3s =   7.41 t/s
47.25.036.968 I slot print_timing: id  2 | task 17540 | n_gen =    171, tg =   7.74 t/s, tg_3s =   7.41 t/s
47.25.038.596 I slot print_timing: id 10 | task 17514 | n_gen =    194, tg =   7.62 t/s, tg_3s =   7.41 t/s
47.25.249.867 I slot print_timing: id  7 | task 17615 | n_gen =    100, tg =   7.70 t/s, tg_3s =   7.78 t/s
47.25.602.957 I slot print_timing: id  6 | task 17454 | prompt eval time =     550.41 ms /    37 tokens (   14.88 ms per token,    67.22 tokens per second)
47.25.602.962 I slot print_timing: id  6 | task 17454 |        eval time =   34032.54 ms /   256 tokens (  133.46 ms per token,     7.49 tokens per second)
47.25.602.963 I slot print_timing: id  6 | task 17454 |       total time =   34582.95 ms /   293 tokens
47.25.602.964 I slot print_timing: id  6 | task 17454 |    graphs reused =      14270
47.25.603.013 I slot      release: id  6 | task 17454 | stop processing: n_tokens = 292, truncated = 0
47.25.603.459 I slot print_timing: id  8 | task 17467 | n_gen =    244, tg =   7.55 t/s, tg_3s =   7.41 t/s
47.25.781.459 I slot get_availabl: id  6 | task -1 | selected slot by LCP similarity, f_sim_best = 0.167 (> 0.100 thold), f_keep = 0.010
47.25.781.511 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.758 MiB)
47.25.873.928 I slot launch_slot_: id  6 | task 17724 | processing task, is_child = 0
47.26.102.702 I slot print_timing: id 11 | task 17525 | n_gen =    192, tg =   7.62 t/s, tg_3s =   6.73 t/s
47.27.401.779 I slot print_timing: id  5 | task 17482 | n_gen =    242, tg =   7.54 t/s, tg_3s =   7.41 t/s
